A,B,C,D
84,74,56,z
46,86,80,y
23,32,23,x
38,66,65,x
35,66,87,x
26,2,45,x
38,84,15,z
8,16,79,y
34,98,46,y
94,30,50,y
62,64,82,z
14,98,50,z
19,50,2,y
40,84,65,y
46,90,71,y
98,35,73,z
14,30,14,y
11,52,70,x
31,66,40,z
91,44,74,x
96,53,60,z
33,79,48,x
72,43,26,z
56,29,68,x
55,84,90,z
45,82,41,y
5,96,3,x
89,16,88,z
74,36,29,y
39,20,30,x
67,83,46,y
28,97,2,y
34,16,1,y
51,54,96,z
55,75,19,z
19,68,24,x
10,59,36,z
61,32,69,z
14,13,81,z
14,91,46,x
40,50,92,x
47,50,89,x
43,88,37,y
70,81,41,y
62,13,78,z
82,22,42,y
65,86,30,z
32,74,16,x
64,15,85,y
2,80,40,y
76,17,55,x
3,6,47,z
9,35,62,z
83,60,91,z
39,99,39,x
68,25,33,y
93,66,15,z
10,96,7,y
43,56,76,x
70,72,64,y
12,94,29,y
74,63,97,z
90,54,67,y
55,69,88,z
89,72,10,z
68,73,81,z
43,80,67,z
96,71,71,y
93,46,98,y
57,92,52,x
82,16,52,x
52,11,88,x
7,56,82,z
67,77,74,y
90,78,71,z
99,50,71,x
94,89,64,z
80,43,96,x
28,48,96,y
53,97,86,x
17,82,64,x
56,82,50,y
52,33,45,y
26,60,73,y
48,54,53,y
95,28,56,y
54,15,57,y
35,10,11,y
20,58,44,x
83,43,25,z
1,57,56,y
69,85,8,z
71,51,26,z
80,47,85,x
44,82,91,z
78,54,53,x
38,57,91,x
61,28,36,x
93,56,82,x
44,34,56,y
38,97,17,y
33,53,39,y
45,30,64,y
28,77,52,z
5,39,59,x
58,75,93,x
24,52,47,z
76,29,31,y
27,18,7,x
53,43,74,x
51,36,80,y
93,46,21,x
37,56,21,y
52,46,31,x
93,35,63,z
46,86,18,y
36,71,16,y
83,37,79,y
69,67,84,x
9,34,85,z
74,60,88,y
10,92,57,y
34,26,51,z
60,53,2,x
76,49,50,y
72,30,84,y
62,45,59,z
8,54,88,y
97,26,82,z
81,97,6,y
43,52,11,y
89,96,57,y
62,28,78,x
59,87,96,x
35,21,63,x
2,2,74,z
63,74,69,y
8,76,7,z
46,35,51,y
97,13,23,y
64,79,17,x
18,92,13,y
28,54,17,y
19,32,38,y
67,64,63,y
48,34,74,x
8,31,23,z
85,76,39,x
34,68,24,x
31,19,92,y
57,7,62,x
82,98,90,y
66,87,3,x
48,6,69,x
6,17,81,z
42,72,88,x
73,40,11,x
31,83,5,z
39,80,43,x
49,84,23,z
63,5,53,x
13,39,89,x
34,90,67,z
99,87,78,z
16,12,96,y
71,12,89,z
48,64,58,y
44,39,72,x
2,55,18,x
60,94,79,y
33,13,24,z
51,12,95,z
10,7,93,x
1,1,89,x
7,12,37,z
24,51,21,y
87,91,28,y
66,96,53,z
23,16,21,z
66,41,48,z
81,78,14,x
87,92,64,y
51,2,16,y
51,49,79,z
28,42,17,z
63,40,32,z
34,28,37,x
56,92,73,x
13,64,53,x
65,18,41,z
2,20,60,y
93,60,30,z
9,9,55,x
34,18,78,x
75,53,50,z
73,90,70,z
7,64,88,x
19,17,80,x
1,39,20,y
97,84,99,z
51,94,92,x
98,22,1,x
24,75,90,y
48,14,47,z
71,29,75,y
88,68,56,y
76,55,88,y
15,14,66,y
62,20,35,x
85,19,59,z
21,99,18,z
34,78,7,y
6,63,80,z
61,42,23,x
3,33,88,z
61,47,49,x
93,57,32,z
71,17,33,x
11,40,65,x
95,27,59,x
84,68,38,x
39,37,73,y
28,8,34,y
83,38,30,z
27,47,65,y
59,97,15,z
4,20,27,z
73,82,75,z
26,50,82,x
81,67,71,z
72,68,70,y
93,39,95,y
56,12,91,z
95,26,75,z
12,48,2,z
42,52,32,y
15,27,37,y
28,35,81,y
8,28,59,x
64,35,18,y
47,93,19,y
72,9,62,z
91,59,52,x
50,36,57,x
60,3,66,y
8,15,60,z
80,95,11,x
81,1,61,x
99,69,50,z
19,7,31,z
50,31,45,z
64,40,56,y
46,76,53,z
3,49,88,z
75,88,35,x
59,75,29,z
4,51,33,y
59,54,36,x
95,1,50,y
88,35,75,x
28,73,29,y
87,77,41,y
55,83,1,x
91,95,43,y
56,21,61,y
11,65,45,y
64,39,92,z
78,94,14,x
2,57,91,y
47,97,6,x
42,45,74,z
87,52,1,y
58,12,45,y
14,2,42,x
46,74,82,x
85,5,86,z
30,6,54,x
26,6,17,z
38,92,10,y
18,72,93,y
40,79,95,y
72,21,7,z
88,26,92,z
81,14,36,x
70,78,76,z
4,31,85,z
62,34,69,y
9,10,20,z
46,67,87,x
79,42,99,x
11,3,9,z
6,62,62,z
48,14,8,z
80,74,81,x
81,34,81,y
66,84,44,z
31,2,12,y
71,3,20,x
94,17,2,z
98,75,4,x
57,79,50,y
78,82,74,y
9,34,89,y
21,88,12,x
24,90,47,x
55,63,18,y
78,82,70,x
78,27,78,z
42,89,21,x
48,64,41,z
43,69,21,z
97,34,74,z
2,80,47,y
7,58,78,y
61,39,89,z
97,48,79,y
59,83,12,y
9,34,96,y
91,61,7,y
95,50,24,z
47,8,31,y
95,56,66,y
25,93,68,y
34,62,88,z
3,16,44,y
60,17,54,z
74,92,3,x
90,14,40,z
63,61,9,z
47,88,30,y
63,94,80,y
47,84,37,z
62,98,37,y
62,39,14,y
58,77,39,x
24,46,52,x
65,98,54,x
18,63,59,x
63,60,98,x
7,46,2,z
15,78,53,z
66,25,52,y
59,27,20,z
71,40,33,x
86,66,62,z
97,51,7,x
11,22,41,z
16,86,96,z
69,97,81,y
69,8,28,y
48,9,20,x
82,11,62,z
31,11,36,x
67,3,77,x
10,55,69,z
34,46,34,y
2,6,24,x
67,90,89,x
57,74,35,y
37,77,10,y
69,19,8,y
42,46,14,y
59,51,61,y
57,1,74,y
96,13,9,x
30,25,20,x
37,80,7,x
90,87,99,z
17,6,80,z
67,9,43,x
46,38,32,z
30,72,77,y
26,63,88,x
62,35,80,z
66,30,2,z
56,52,57,z
78,4,58,x
99,58,82,x
80,40,39,z
36,5,42,z
17,36,65,x
46,13,33,x
73,20,73,x
52,79,88,x
8,71,49,z
89,89,2,y
90,41,11,x
32,54,56,y
69,72,90,y
29,95,49,z
3,45,44,x
82,50,99,z
57,9,27,z
43,71,34,z
98,39,3,y
8,93,8,y
49,7,45,z
86,38,37,z
64,66,68,x
93,19,53,z
84,56,28,z
65,30,51,x
41,80,25,z
82,83,57,x
27,36,54,y
28,54,70,y
68,65,79,x
61,29,11,y
51,45,96,x
83,50,89,z
49,52,95,x
85,9,56,z
21,89,45,x
82,15,3,x
72,15,79,x
18,13,21,y
48,31,65,y
82,1,34,z
15,86,37,x
82,40,52,y
66,84,67,z
4,73,33,z
11,90,42,x
39,22,73,y
61,69,40,x
3,59,17,y
27,65,7,x
66,27,77,y
32,29,57,x
62,87,12,x
97,47,28,y
37,80,77,z
28,67,74,z
35,2,8,z
32,32,37,x
24,26,83,z
41,96,31,z
43,92,72,x
66,69,10,x
99,70,4,z
74,3,29,z
63,3,61,z
92,66,87,y
95,7,72,z
3,54,27,y
11,82,14,x
62,49,73,z
91,48,36,y
69,38,80,z
86,82,79,z
84,68,27,y
75,90,58,z
99,99,39,y
95,2,6,z
41,71,88,x
10,37,50,z
65,73,41,y
95,87,66,y
83,61,70,z
65,85,71,z
23,89,8,x
6,4,32,x
90,4,96,y
78,40,11,z
59,53,90,x
27,75,45,x
92,68,17,y
96,9,19,z
79,5,69,z
76,50,36,z
82,99,69,z
70,36,71,y
14,36,54,y
64,70,18,z
65,10,4,z
9,94,24,y
10,44,44,y
3,86,82,z
55,5,57,x
69,86,11,y
10,3,14,z
32,53,1,y
67,20,88,y
14,68,3,x
92,5,47,y
88,52,35,x
3,78,60,y
41,3,61,z
47,19,17,z
22,56,72,x
62,94,54,z
34,81,55,x
56,19,20,y
54,62,49,x
25,25,88,z
91,43,94,y
78,57,59,z
66,7,57,x
27,94,87,x
26,1,21,x
36,72,32,z
48,82,69,y
70,68,14,x
64,83,63,y
45,18,69,y
33,27,53,x
52,56,59,z
35,4,22,y
27,79,21,z
36,92,15,y
74,34,29,z
59,29,51,z
24,55,56,y
35,59,82,z
20,18,35,y
22,22,55,y
19,55,49,y
9,61,53,z
58,29,39,x
45,86,40,x
23,90,67,z
90,31,40,x
56,7,73,x
39,91,64,y
1,50,38,y
60,83,31,y
6,10,28,y
28,74,5,x
72,76,85,y
49,77,45,x
53,45,99,y
40,15,6,x
33,18,50,x
35,42,17,y
74,79,51,z
73,23,18,x
86,57,28,y
44,99,68,x
99,78,72,x
57,74,75,y
64,92,49,y
55,57,19,y
57,86,11,x
61,76,35,y
95,94,88,z
97,77,93,z
84,3,25,z
59,61,40,y
36,82,28,x
33,72,40,y
17,63,82,y
25,75,60,z
39,47,54,y
87,80,90,y
35,25,35,x
51,55,23,x
53,72,12,x
58,76,26,y
9,73,2,y
48,41,67,y
64,21,46,z
12,38,15,y
45,68,95,x
51,90,55,z
68,47,38,z
11,23,27,z
63,49,60,z
96,52,45,x
69,8,84,y
67,16,62,y
93,4,59,y
7,14,10,z
8,16,20,x
78,14,4,z
3,76,61,y
96,40,49,z
86,47,56,y
61,30,95,x
69,64,61,x
26,17,34,z
94,79,78,x
81,51,25,y
57,91,57,y
17,69,62,y
98,68,17,x
91,81,10,y
45,88,44,x
67,25,97,y
90,65,33,y
73,80,79,x
39,23,12,z
48,68,84,z
74,76,28,x
26,65,59,x
61,92,21,z
15,43,11,y
92,37,98,y
13,81,1,z
90,40,59,x
11,25,33,x
93,79,4,x
36,9,22,y
56,65,31,z
69,48,34,z
37,83,51,z
40,99,9,y
49,33,89,x
87,33,93,x
60,94,20,y
3,33,34,z
91,86,39,z
1,3,29,y
94,52,50,y
61,85,45,z
26,86,66,z
97,6,98,x
13,50,59,y
74,77,2,x
38,1,91,x
12,1,88,y
8,55,17,x
16,48,87,y
46,12,15,y
97,37,72,y
69,16,63,x
95,29,25,x
62,79,5,y
92,34,18,x
39,95,81,y
27,64,23,z
46,94,72,x
15,82,76,x
6,88,97,z
3,41,93,z
63,58,80,y
7,28,15,y
31,30,76,z
17,47,51,x
49,74,98,x
39,64,83,y
56,74,5,y
91,27,89,x
66,7,30,y
27,91,58,z
46,19,20,x
57,46,73,y
75,8,72,x
79,72,4,y
22,73,47,z
7,48,34,z
43,35,76,x
9,4,52,x
94,76,14,z
63,55,84,x
51,10,41,z
12,27,28,x
81,29,62,x
33,97,33,z
85,42,32,y
90,14,87,x
12,14,19,y
2,86,67,z
4,58,67,z
49,83,72,z
47,92,55,x
97,42,39,z
78,94,16,z
84,4,9,z
22,28,42,x
80,16,15,x
41,32,52,y
99,69,28,y
87,38,8,y
68,41,26,z
94,29,18,x
19,5,33,x
72,38,22,x
30,12,4,z
63,18,13,z
68,64,54,x
76,78,50,y
68,12,4,x
72,75,31,y
33,55,95,x
30,51,64,y
67,70,25,z
30,68,32,x
20,95,86,x
68,70,25,x
1,35,22,z
78,12,61,x
36,75,5,x
8,19,9,x
20,71,22,y
79,86,18,z
44,56,97,z
37,30,48,x
12,72,13,x
61,56,47,y
76,46,81,y
31,66,93,y
10,13,60,y
29,14,55,z
80,64,89,y
31,44,84,y
92,94,31,z
4,54,14,y
72,3,21,y
35,96,3,x
48,31,15,x
15,23,42,y
21,35,6,y
97,40,81,z
61,32,2,x
88,61,62,x
70,84,45,x
86,77,26,z
18,71,63,y
71,29,79,y
68,93,8,x
9,47,1,x
54,46,38,y
68,30,62,y
68,8,45,y
29,59,22,y
84,45,12,x
31,98,80,y
45,35,29,y
34,32,43,z
17,70,56,y
20,12,30,z
58,90,4,x
77,66,84,y
81,6,73,z
8,37,56,x
47,73,7,y
51,20,71,x
15,34,19,y
74,74,21,z
19,73,29,z
1,29,3,y
22,2,97,x
56,59,39,y
77,66,77,z
30,35,77,x
52,33,88,z
22,7,59,y
80,14,19,z
58,19,78,x
7,78,41,z
18,49,49,x
65,53,61,z
42,83,58,x
85,42,51,y
60,48,42,y
58,27,81,x
64,88,84,y
27,46,93,y
7,89,5,y
45,30,54,z
89,6,20,z
59,29,80,z
21,69,35,y
15,55,22,z
63,28,24,y
81,2,57,y
58,77,98,z
59,62,77,y
88,1,51,y
80,82,20,x
35,70,47,y
73,86,50,x
31,24,38,x
73,35,86,z
33,18,58,x
14,94,2,x
34,34,17,z
3,22,17,y
73,8,13,x
32,78,77,y
42,6,57,x
3,35,83,y
77,51,22,y
22,65,78,z
25,80,36,z
42,13,81,x
93,11,54,y
59,97,47,z
30,12,86,y
25,81,98,x
71,73,2,z
57,4,23,y
78,10,19,x
81,27,64,y
38,69,82,y
59,63,48,z
4,34,41,x
87,52,17,y
18,29,68,z
73,61,90,x
54,78,84,x
15,34,80,y
92,15,97,z
77,47,34,x
87,76,74,z
50,71,47,z
88,37,77,y
14,97,52,y
8,59,92,x
68,19,36,x
35,18,96,z
51,9,89,x
33,85,98,z
98,30,89,z
69,70,80,x
44,96,63,z
81,4,66,x
51,9,53,x
82,77,65,y
76,64,79,z
8,15,45,z
91,39,70,x
39,20,27,z
30,93,60,y
95,46,29,z
55,88,22,x
17,24,7,x
70,67,38,x
64,18,27,y
57,91,62,x
61,69,65,x
98,2,17,y
67,90,17,x
31,31,18,y
53,89,34,x
70,95,34,x
1,81,26,x
81,57,66,x
51,49,62,x
18,72,30,x
92,16,39,z
91,68,10,z
95,20,26,z
28,53,36,x
96,56,24,x
26,45,67,z
26,35,14,z
77,66,88,y
9,92,22,x
32,36,73,y
56,98,14,z
91,97,40,z
62,82,95,z
17,69,23,z
32,37,5,x
56,18,70,z
42,42,69,x
67,79,22,x
89,77,50,x
89,69,55,x
81,57,12,y
94,80,17,x
33,36,87,z
92,24,90,z
94,41,67,z
63,88,88,y
50,64,82,x
83,10,85,z
21,34,82,x
78,25,70,x
92,6,12,x
99,19,4,y
66,47,69,y
68,55,62,z
97,59,2,z
93,76,44,x
33,1,98,z
79,84,9,x
43,20,74,x
58,89,35,y
92,15,81,x
51,63,79,y
98,68,51,y
28,29,88,z
80,34,95,y
48,48,90,y
48,92,37,y
6,64,60,y
67,80,19,z
73,14,87,x
91,63,22,z
79,65,90,x
15,77,25,y
99,83,17,y
10,32,40,x
42,52,75,y
87,99,65,z
58,93,15,z
50,50,14,y
44,38,37,y
99,32,37,x
25,16,97,z
93,5,54,y
64,33,26,z
68,29,67,x
40,99,12,z
65,17,72,y
95,83,12,x
78,69,98,z
45,30,92,z
24,46,76,y
23,13,34,z
32,48,59,y
96,79,89,x
44,62,30,x
81,16,19,z
37,96,69,x
85,6,44,y
90,65,15,x
82,56,96,x
94,63,52,z
59,23,83,z
29,32,66,y
45,62,5,y
89,45,2,x
93,84,63,y
50,76,29,z
67,28,39,x
68,45,97,y
76,27,79,z
85,59,96,y
93,95,23,x
8,51,74,z
58,57,66,z
34,27,87,y
6,57,21,x
9,37,84,y
67,8,3,z
37,47,83,y
78,13,55,x
22,5,61,z
20,45,38,x
17,48,97,x
29,47,85,x
70,82,37,y
44,96,45,z
77,82,80,y
98,86,80,x
36,9,86,y
83,86,40,z
45,34,41,z
44,21,52,x
66,51,37,x
65,99,32,z
66,98,34,z
30,38,46,z
40,16,9,x
30,5,24,y
16,1,20,x
16,28,76,y
49,86,38,x
62,36,10,z
45,4,3,z
28,21,57,x
1,89,75,y
54,46,97,x
81,17,56,y
54,68,32,x
79,50,20,y
15,40,58,y
75,98,16,z
68,88,94,x
64,42,73,y
82,26,80,x
53,86,33,z
63,77,7,z
59,61,43,x
35,65,2,x
85,44,84,z
29,42,95,x
95,25,4,z
12,13,50,z
87,31,8,x
70,85,26,y
87,13,74,x
33,97,39,x
19,24,33,z
47,35,17,x
76,71,3,z
70,83,69,x
49,16,58,z
92,55,73,x
31,75,55,y
34,81,64,z
71,30,63,z
21,37,72,x
85,93,98,y
5,27,49,y
89,60,81,y
75,6,24,z
30,20,26,y
3,70,90,x
91,83,51,y
68,45,32,z
23,98,68,x
51,40,86,z
59,74,89,z
3,99,51,y
30,8,93,x
93,85,63,y
14,18,14,y
44,97,17,z
63,13,44,y
96,42,72,y
93,87,89,y
49,68,28,y
51,76,9,y
90,45,13,z
61,77,17,x
87,59,66,y
10,17,62,y
38,95,71,y
81,30,87,z
27,36,52,y
50,99,46,y
79,20,65,x
91,3,52,z
47,90,76,y
32,44,89,x
46,53,97,y
51,29,23,x
89,24,52,x
6,23,67,x
78,86,75,x
22,37,98,y
37,22,99,z
18,5,81,x
14,37,12,z
51,62,75,y
16,96,70,x
38,72,83,x
40,1,32,z
62,42,31,y
54,36,89,z
79,42,6,x
58,23,86,x
74,7,54,x
90,65,39,z
28,49,59,z
71,69,13,z
4,38,84,y
91,18,9,y
32,29,6,x
36,5,12,z
54,84,75,y
34,92,49,z
78,51,59,x
27,59,59,z
67,20,68,z
35,14,44,y
27,45,17,x
11,63,40,x
43,47,85,z
68,71,13,x
89,65,49,y
18,51,64,x
39,59,68,y
72,70,5,z
63,58,67,y
76,11,26,z
83,2,69,z
44,2,5,x
89,64,21,x
15,35,57,y
63,49,88,y
30,80,97,y
91,36,59,y
68,98,92,x
54,15,99,z
47,59,41,y
35,86,43,x
17,87,29,y
60,42,83,z
14,82,79,x
19,68,88,x
99,26,12,x
95,54,41,y
92,54,74,x
84,3,86,x
7,19,95,z
28,73,77,y
50,87,43,y
87,89,96,z
94,73,73,x
27,18,94,z
74,72,13,y
56,93,24,x
26,49,9,x
13,21,1,x
54,72,19,x
71,81,29,x
60,37,3,y
71,65,75,x
40,6,51,z
33,71,77,x
17,56,48,z
99,45,69,x
14,22,17,x
19,15,87,y
70,41,70,y
64,53,12,y
59,71,12,z
39,60,55,x
31,45,63,y
47,83,10,x
31,28,33,z
82,67,62,z
13,3,99,x
25,50,61,y
28,91,65,x
20,38,1,y
82,83,38,z
85,35,55,z
42,25,59,x
47,21,85,z
29,3,3,z
41,16,79,x
24,72,3,y
24,23,62,x
59,3,60,x
41,80,15,y
29,4,44,y
71,90,96,y
52,33,84,y
82,18,6,z
21,70,81,x
49,24,5,z
44,43,55,x
71,79,52,z
85,6,54,y
8,92,40,y
39,68,6,z
7,29,10,y
86,73,82,y
93,49,1,y
60,86,12,z
15,44,94,x
8,50,64,y
77,90,45,z
53,77,46,z
83,11,27,x
27,97,38,y
57,67,72,z
78,51,71,x
85,9,25,y
29,94,55,x
51,79,33,z
45,72,21,x
18,59,94,y
79,52,77,z
19,79,10,x
72,26,9,z
17,99,75,z
20,94,9,x
96,10,92,x
27,94,63,x
31,63,54,x
25,9,99,y
93,69,28,x
39,17,73,x
33,37,83,x
94,47,79,x
9,54,32,y
83,14,86,x
66,53,80,x
99,54,77,y
4,49,29,y
96,2,56,z
63,81,36,x
12,3,54,z
36,95,93,y
87,53,8,y
50,95,67,z
5,20,24,y
82,86,89,x
47,23,7,x
37,62,95,z
55,35,12,x
13,50,16,z
35,41,33,x
26,25,93,x
20,85,41,x
41,39,14,x
59,21,74,z
7,28,67,x
39,85,94,y
14,50,11,z
65,79,76,y
68,94,29,z
9,48,66,y
45,96,13,y
73,75,44,x
3,89,54,x
79,94,84,z
87,69,20,x
61,60,86,z
95,42,46,y
23,63,43,y
43,5,98,x
70,29,13,y
68,31,6,z
32,94,90,y
32,92,51,z
79,76,7,z
74,31,44,z
53,52,63,y
44,47,58,y
12,4,40,y
40,22,37,y
86,22,51,y
44,80,78,y
78,59,85,z
30,73,12,z
22,38,33,y
51,73,66,x
39,27,73,x
40,14,47,y
62,31,51,z
49,66,63,x
95,17,1,x
50,73,45,z
67,67,78,x
61,23,3,z
52,66,92,z
38,76,11,z
80,76,55,z
32,37,40,y
67,25,82,x
32,52,98,x
76,83,2,z
31,15,2,z
17,10,46,y
53,31,57,y
46,62,86,z
55,74,78,x
98,13,39,x
70,28,79,x
58,17,93,x
10,17,69,x
42,1,60,y
64,27,52,y
16,73,91,z
77,90,76,x
42,29,71,z
15,1,6,y
92,54,86,y
57,4,19,y
91,95,45,y
11,58,51,y
10,49,30,y
51,41,20,y
32,24,28,x
70,8,38,z
37,25,77,z
23,72,67,y
61,46,7,y
64,59,40,y
92,52,24,y
22,79,93,y
54,80,99,z
21,20,89,z
38,79,70,x
8,1,64,y
94,69,44,z
39,40,52,y
68,35,64,z
1,4,52,y
75,78,87,y
52,69,6,y
30,20,95,x
37,73,58,x
63,32,92,y
51,26,36,y
84,64,84,z
70,67,59,y
41,82,62,x
19,71,86,x
58,92,27,z
56,34,89,z
18,92,23,x
56,95,23,y
89,44,70,z
86,28,62,y
93,35,30,y
72,63,71,z
37,95,65,z
36,8,84,x
33,11,52,x
51,99,74,y
82,23,2,z
6,60,96,x
98,29,23,z
14,57,40,x
13,63,6,x
92,24,8,z
64,85,11,z
19,20,61,z
35,19,31,y
13,68,73,x
87,41,67,y
72,73,84,y
72,52,52,x
52,57,9,x
52,62,54,x
13,15,56,y
98,34,72,z
47,34,87,z
22,56,77,x
47,4,82,z
11,85,77,z
32,66,90,x
30,16,36,x
25,80,75,y
98,39,97,x
64,85,4,y
5,40,77,z
50,49,11,x
18,7,70,y
23,81,18,x
2,96,87,y
98,59,24,x
25,21,84,x
65,37,70,y
38,28,38,x
21,65,11,x
52,33,13,z
99,1,18,z
27,16,16,z
19,51,59,y
39,39,41,y
82,97,39,x
2,91,56,x
55,44,44,y
99,11,49,x
66,49,91,z
9,48,56,z
4,21,96,y
27,97,54,z
53,24,9,x
9,91,76,y
67,54,24,x
74,65,5,z
80,35,31,x
82,51,58,z
98,98,63,x
48,98,40,z
35,74,65,z
42,85,35,z
94,27,79,y
26,76,42,y
90,90,88,z
49,80,94,y
33,45,40,y
43,65,33,x
46,54,30,y
10,12,93,x
87,29,7,y
83,68,97,x
51,92,74,y
95,16,1,y
37,94,48,x
98,54,38,y
56,95,61,z
4,67,31,z
27,77,62,y
84,43,87,z
74,53,50,x
59,13,69,y
19,67,20,z
45,26,91,y
95,49,31,y
76,17,17,x
99,80,70,z
57,11,81,x
4,25,31,z
24,71,91,x
46,29,48,y
52,35,75,x
83,13,52,y
29,80,41,z
80,46,44,y
50,35,75,z
62,61,26,x
78,82,35,x
27,53,18,x
52,84,68,z
28,17,59,z
96,7,65,y
45,6,84,x
89,95,93,x
3,95,50,x
96,97,3,y
90,92,56,x
24,66,8,x
45,27,44,x
39,1,14,x
6,64,29,z
63,13,82,z
67,63,27,z
35,29,76,y
37,52,92,y
16,74,31,y
58,43,73,y
38,97,47,x
81,99,55,y
32,53,54,x
61,44,21,y
89,60,32,y
56,36,77,x
8,15,12,y
71,87,49,z
90,74,87,x
37,2,26,y
17,89,5,z
68,72,17,y
44,51,87,z
39,78,82,y
67,37,85,y
60,7,3,x
13,70,54,y
13,47,7,y
56,66,29,x
46,88,43,y
99,13,52,x
85,3,69,y
77,19,68,z
97,72,71,x
5,65,49,x
96,76,85,y
9,60,92,z
43,97,1,x
78,26,7,x
75,66,6,x
62,10,90,x
15,40,69,z
19,65,60,x
46,41,15,y
48,99,16,y
94,7,21,x
77,79,80,y
14,43,87,x
69,54,97,x
18,58,14,z
9,48,18,y
95,1,94,x
4,20,82,x
54,17,40,z
57,21,66,x
87,63,82,z
6,39,88,y
2,74,88,z
81,54,33,x
73,20,1,x
56,35,74,z
42,49,77,x
21,19,27,y
38,59,49,x
13,92,3,y
96,14,73,z
96,50,5,y
25,28,76,y
94,92,2,y
24,43,3,z
10,17,23,z
84,17,51,x
99,52,18,y
92,67,79,z
21,62,62,z
91,58,73,z
57,34,19,z
67,6,42,z
73,30,15,x
84,14,1,x
92,37,35,y
97,17,9,y
81,57,99,z
97,51,10,y
94,48,76,z
33,56,71,x
65,76,11,y
35,96,4,z
21,59,33,z
53,94,10,x
55,31,9,x
23,93,18,z
34,44,44,z
90,33,71,x
37,69,36,z
57,70,34,x
58,28,41,x
12,8,22,z
69,77,16,x
22,83,88,x
13,16,50,x
84,63,32,z
68,29,48,z
63,59,67,y
86,49,84,z
69,53,1,z
21,92,32,z
24,15,11,z
34,77,37,x
78,20,88,x
45,8,16,x
83,6,21,y
48,40,88,x
49,97,7,z
37,18,64,z
82,88,55,y
96,73,52,y
72,65,94,z
91,43,83,x
76,62,92,y
46,55,82,x
10,51,31,z
13,20,45,y
48,66,78,z
47,19,68,x
88,96,1,z
96,24,17,z
64,57,44,x
18,61,99,z
9,67,8,y
54,58,99,z
35,55,80,y
52,30,71,z
52,77,75,x
72,78,88,y
85,75,12,y
37,69,16,z
45,15,10,z
93,35,71,x
76,32,29,y
82,51,40,x
9,18,39,y
70,10,25,x
34,56,65,y
73,89,76,z
21,19,95,x
42,89,6,z
59,88,99,y
60,19,39,x
3,91,5,x
61,92,90,x
26,2,97,z
14,30,17,y
89,96,35,z
16,93,34,z
5,67,44,y
82,57,59,y
21,24,33,y
49,65,24,z
14,74,94,x
50,85,4,x
48,52,93,z
61,66,31,x
68,87,66,y
49,28,13,x
85,49,22,z
8,12,78,z
29,70,34,x
10,38,28,x
6,97,96,y
28,76,29,z
82,51,3,z
15,74,76,y
79,54,15,x
50,38,13,x
59,79,7,z
50,62,98,x
4,47,24,y
31,68,1,x
43,74,54,z
20,41,62,x
57,41,85,z
56,78,71,y
81,58,78,x
59,56,31,y
39,8,4,z
88,20,70,z
84,63,36,x
33,63,18,y
35,96,28,x
69,79,59,x
38,58,47,z
82,82,72,x
98,45,5,z
43,26,14,y
61,10,12,y
51,42,34,z
36,88,36,x
62,27,88,y
95,39,99,y
85,51,54,z
72,97,50,x
83,23,70,z
52,9,27,z
13,58,3,x
86,20,93,z
88,49,23,z
82,20,94,z
81,6,32,x
75,7,36,z
69,6,80,y
79,98,77,z
92,76,93,z
8,28,11,z
53,19,22,y
95,93,50,z
21,54,21,z
71,26,67,x
99,13,46,y
46,62,40,x
95,26,57,x
87,92,14,x
53,31,50,y
86,33,88,z
25,29,42,y
36,51,20,x
69,89,85,x
20,51,5,x
41,56,29,y
55,39,38,z
71,29,22,x
48,76,39,z
24,95,53,y
89,49,49,y
64,66,95,y
53,20,80,z
16,64,22,y
38,26,73,y
32,15,34,z
17,40,27,z
73,2,43,y
16,45,41,x
61,51,31,z
40,41,82,x
32,98,38,x
9,31,29,z
74,46,55,z
47,33,72,x
24,9,61,x
38,75,93,x
23,90,51,x
52,19,91,y
77,46,12,z
13,58,79,x
12,97,21,y
99,2,37,x
41,32,93,y
65,15,34,x
91,96,8,x
30,77,85,x
41,66,98,y
29,75,7,x
79,84,45,y
9,63,86,x
62,21,58,z
49,56,52,x
68,93,13,x
85,4,38,z
90,13,95,x
59,49,52,y
14,62,28,z
23,12,33,y
16,60,15,y
26,9,21,y
3,34,58,x
37,33,25,z
24,17,96,y
69,86,3,z
52,91,54,x
30,66,95,y
55,98,55,z
59,72,24,x
31,99,96,y
18,36,44,z
93,1,83,z
95,21,67,y
89,47,24,y
88,74,28,y
66,4,95,x
9,33,33,z
41,69,41,z
84,10,35,x
94,29,45,z
4,38,36,z
95,98,17,y
41,74,37,x
51,75,92,y
28,17,23,x
6,99,89,x
94,49,85,x
32,79,89,z
54,45,19,y
60,54,89,x
18,15,48,z
21,74,93,x
32,58,55,x
11,29,54,x
42,4,29,y
92,5,78,y
16,40,93,x
13,20,3,x
72,35,53,x
28,23,49,x
85,43,18,y
31,13,3,x
73,56,41,y
89,26,95,y
9,70,83,z
10,17,67,x
85,40,7,x
55,19,21,y
29,97,45,z
47,87,45,z
71,8,64,z
85,78,48,z
65,25,30,x
44,4,77,x
12,71,69,z
39,56,14,y
64,54,73,y
77,99,67,z
7,91,63,z
48,63,55,z
49,74,35,y
23,55,19,z
33,59,32,z
20,7,6,z
44,33,1,z
34,52,38,z
53,18,85,y
78,50,2,x
88,53,25,y
69,22,87,z
70,99,90,y
11,7,51,y
87,72,86,y
